,cluster,prometheus,prometheus_replica,_sample_start,_sample_end,_min_time,_max_time,_count,_sum,_min,_max
788,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 11:00:00,2022-06-07 11:15:00,2022-06-07 11:00:20,2022-06-07 11:14:50,30,197.48317001865766,6.174571428565488,7.4385714285829625
789,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 11:15:00,2022-06-07 11:30:00,2022-06-07 11:15:20,2022-06-07 11:29:50,30,192.89099798173956,6.247523809523722,6.685619047607873
790,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 11:30:00,2022-06-07 11:45:00,2022-06-07 11:30:20,2022-06-07 11:44:50,30,194.83250714548478,6.099809523822654,7.240571428564867
791,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 11:45:00,2022-06-07 12:00:00,2022-06-07 11:45:20,2022-06-07 11:59:50,30,190.05279931568634,6.065905709291698,6.597999999993704
792,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 12:00:00,2022-06-07 12:15:00,2022-06-07 12:00:20,2022-06-07 12:14:50,30,196.20941705179206,6.057486211373249,6.968168561806403
793,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 12:15:00,2022-06-07 12:30:00,2022-06-07 12:15:20,2022-06-07 12:29:50,30,192.57406696226826,6.186000000013575,6.841564130643665
794,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 12:30:00,2022-06-07 12:45:00,2022-06-07 12:30:20,2022-06-07 12:44:50,30,192.19662447731525,6.061714285705241,6.874571428569923
795,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 12:45:00,2022-06-07 13:00:00,2022-06-07 12:45:20,2022-06-07 12:59:50,30,192.67588196956095,6.1235238095235465,6.845142857151642
796,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 13:00:00,2022-06-07 13:15:00,2022-06-07 13:00:20,2022-06-07 13:14:50,30,198.88591896847868,6.0328571428589175,7.0222857142865145
797,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 13:15:00,2022-06-07 13:30:00,2022-06-07 13:15:20,2022-06-07 13:29:50,30,195.5315724613138,6.0997142857162405,6.924285714288376
798,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 13:30:00,2022-06-07 13:45:00,2022-06-07 13:30:20,2022-06-07 13:44:50,30,193.68702364636007,6.133229790006309,6.920571428586154
799,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 13:45:00,2022-06-07 14:00:00,2022-06-07 13:45:20,2022-06-07 13:59:50,30,195.20204833567354,6.176285714272501,7.111333333343889
800,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 14:00:00,2022-06-07 14:15:00,2022-06-07 14:00:20,2022-06-07 14:14:50,30,196.96116562986393,6.077714285722359,6.966761904757561
801,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 14:15:00,2022-06-07 14:30:00,2022-06-07 14:15:20,2022-06-07 14:29:50,30,197.2427510550768,6.154535196063458,7.411991211130944
802,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 14:30:00,2022-06-07 14:45:00,2022-06-07 14:30:20,2022-06-07 14:44:50,30,191.6590114768942,6.13999999999069,6.683999999996187
803,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 14:45:00,2022-06-07 15:00:00,2022-06-07 14:45:20,2022-06-07 14:59:50,30,196.22289615429108,6.049685498038025,7.417428571409326
804,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 15:00:00,2022-06-07 15:15:00,2022-06-07 15:00:20,2022-06-07 15:14:50,30,209.4543586737549,6.432727468974716,7.593999999989978
805,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 15:15:00,2022-06-07 15:30:00,2022-06-07 15:15:20,2022-06-07 15:29:50,30,205.97046430644573,6.591619047620114,7.355000331962362
806,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 15:30:00,2022-06-07 15:45:00,2022-06-07 15:30:20,2022-06-07 15:44:50,30,205.3279421254353,6.397714285709941,7.2606014519517945
807,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 15:45:00,2022-06-07 16:00:00,2022-06-07 15:45:20,2022-06-07 15:59:50,30,206.38245641460622,6.435047619047003,7.312285714292725
808,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 16:00:00,2022-06-07 16:15:00,2022-06-07 16:00:20,2022-06-07 16:14:50,30,211.10781321390394,6.458857142874265,7.573033981347798
809,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 16:15:00,2022-06-07 16:30:00,2022-06-07 16:15:20,2022-06-07 16:29:50,30,202.55205312139725,6.524571428574358,7.131070587231041
810,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 16:30:00,2022-06-07 16:45:00,2022-06-07 16:30:20,2022-06-07 16:44:50,30,202.10670042278966,6.459333333344245,6.951498906485128
811,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 16:45:00,2022-06-07 17:00:00,2022-06-07 16:45:20,2022-06-07 16:59:50,30,207.32337535790904,6.546380952373151,7.3144761904763715
812,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 17:00:00,2022-06-07 17:15:00,2022-06-07 17:00:20,2022-06-07 17:14:50,30,206.02317596222161,6.330952380954603,8.321238095237922
813,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 17:15:00,2022-06-07 17:30:00,2022-06-07 17:15:20,2022-06-07 17:29:50,30,197.49700676171764,6.198087104527922,6.95980952381866
814,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 17:30:00,2022-06-07 17:45:00,2022-06-07 17:30:20,2022-06-07 17:44:50,30,195.05353444383775,6.1933333333315606,7.008285714280129
815,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 17:45:00,2022-06-07 18:00:00,2022-06-07 17:45:20,2022-06-07 17:59:50,30,199.07325888005693,6.173142857133369,6.9770781689843
816,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 18:00:00,2022-06-07 18:15:00,2022-06-07 18:00:20,2022-06-07 18:14:50,30,200.5634695307319,6.3616190476232175,6.919850483154162
817,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 18:15:00,2022-06-07 18:30:00,2022-06-07 18:15:20,2022-06-07 18:29:50,30,204.88593375339084,6.540285714278888,7.141523809522572
818,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 18:30:00,2022-06-07 18:45:00,2022-06-07 18:30:20,2022-06-07 18:44:50,30,195.79385324800816,6.217523809537917,6.831238095249449
819,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 18:45:00,2022-06-07 19:00:00,2022-06-07 18:45:20,2022-06-07 18:59:50,30,192.70438433245866,6.031523809524347,6.661333333328368
820,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 19:00:00,2022-06-07 19:15:00,2022-06-07 19:00:20,2022-06-07 19:14:50,30,201.02341023633775,6.359428571426267,7.541714285708789
821,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 19:15:00,2022-06-07 19:30:00,2022-06-07 19:15:20,2022-06-07 19:29:50,30,194.5626320442933,6.1867619047651,6.988285714279243
822,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 19:30:00,2022-06-07 19:45:00,2022-06-07 19:30:20,2022-06-07 19:44:50,30,193.780627979576,6.206190476191809,6.720857142861048
823,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 19:45:00,2022-06-07 20:00:00,2022-06-07 19:45:20,2022-06-07 19:59:50,30,191.29192638734264,6.143879251392117,6.66971428571491
824,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 20:00:00,2022-06-07 20:15:00,2022-06-07 20:00:20,2022-06-07 20:14:50,30,197.96466978124735,6.174285714288378,6.910476190461557
825,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 20:15:00,2022-06-07 20:30:00,2022-06-07 20:15:20,2022-06-07 20:29:50,30,191.74829138789622,6.163333333325796,6.68485714285413
826,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 20:30:00,2022-06-07 20:45:00,2022-06-07 20:30:20,2022-06-07 20:44:50,30,194.37711841664827,5.984000000009492,6.83380952380997
827,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 20:45:00,2022-06-07 21:00:00,2022-06-07 20:45:20,2022-06-07 20:59:50,30,195.01542577953336,6.1599047619073355,6.847333333326419
828,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 21:00:00,2022-06-07 21:15:00,2022-06-07 21:00:20,2022-06-07 21:14:50,30,201.33152306587354,6.330952380954603,7.085238095242091
829,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 21:15:00,2022-06-07 21:30:00,2022-06-07 21:15:20,2022-06-07 21:29:50,30,194.9331153450167,6.165999999988295,6.891999999996985
830,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 21:30:00,2022-06-07 21:45:00,2022-06-07 21:30:20,2022-06-07 21:44:50,30,193.22207611015992,6.018000000016766,6.944285714280394
831,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 21:45:00,2022-06-07 22:00:00,2022-06-07 21:45:20,2022-06-07 21:59:50,30,192.91309444896405,6.166190476192255,6.896190476180276
832,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 22:00:00,2022-06-07 22:15:00,2022-06-07 22:00:20,2022-06-07 22:14:50,30,194.85074698689616,6.11676190475756,6.904074369955088
833,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 22:15:00,2022-06-07 22:30:00,2022-06-07 22:15:20,2022-06-07 22:29:50,30,193.16388368589517,6.023428571430435,7.524857142853684
834,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 22:30:00,2022-06-07 22:45:00,2022-06-07 22:30:20,2022-06-07 22:44:50,30,193.2132572869341,6.097333333326419,7.149552019210634
835,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 22:45:00,2022-06-07 23:00:00,2022-06-07 22:45:20,2022-06-07 22:59:50,30,190.70951486629255,6.015714285720053,6.9032380952322425
836,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 23:00:00,2022-06-07 23:15:00,2022-06-07 23:00:20,2022-06-07 23:14:50,30,199.46991450061347,6.016857142863978,7.40133333333236
837,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 23:15:00,2022-06-07 23:30:00,2022-06-07 23:15:20,2022-06-07 23:29:50,30,190.6287667195529,6.096202626460402,6.651523809527449
838,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 23:30:00,2022-06-07 23:45:00,2022-06-07 23:30:20,2022-06-07 23:44:50,30,191.613738919095,6.019333333320297,6.82533333333032
839,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-07 23:45:00,2022-06-08 00:00:00,2022-06-07 23:45:20,2022-06-07 23:59:50,30,191.16701463036125,6.122571428563625,6.78628571429512
840,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 00:00:00,2022-06-08 00:15:00,2022-06-08 00:00:20,2022-06-08 00:14:50,30,194.1015370675371,6.018476190473443,6.940857142875238
841,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 00:15:00,2022-06-08 00:30:00,2022-06-08 00:15:20,2022-06-08 00:29:50,30,195.7593260141743,6.087333333328191,7.260571428585714
842,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 00:30:00,2022-06-08 00:45:00,2022-06-08 00:30:20,2022-06-08 00:44:50,30,194.79970328042583,6.080952380950167,7.050666666662853
843,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 00:45:00,2022-06-08 01:00:00,2022-06-08 00:45:20,2022-06-08 00:59:50,30,191.28104029070744,6.000571428567527,6.884058632474675
844,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 01:00:00,2022-06-08 01:15:00,2022-06-08 01:00:20,2022-06-08 01:14:50,30,195.91065779275667,6.08714285713532,6.951142857137271
845,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 01:15:00,2022-06-08 01:30:00,2022-06-08 01:15:20,2022-06-08 01:29:50,30,191.43212072668877,6.170666666688135,6.801939004945654
846,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 01:30:00,2022-06-08 01:45:00,2022-06-08 01:30:20,2022-06-08 01:44:50,30,192.075927187995,5.90952380952603,6.995714285712515
847,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 01:45:00,2022-06-08 02:00:00,2022-06-08 01:45:20,2022-06-08 01:59:50,30,190.1778922213889,5.8912380952255035,6.790095238094886
848,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 02:00:00,2022-06-08 02:15:00,2022-06-08 02:00:20,2022-06-08 02:14:50,30,195.95879555781914,6.096728084725161,7.052761904755607
849,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 02:15:00,2022-06-08 02:30:00,2022-06-08 02:15:20,2022-06-08 02:29:50,30,189.40734632746933,5.8480952380934665,6.646190476182496
850,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 02:30:00,2022-06-08 02:45:00,2022-06-08 02:30:20,2022-06-08 02:44:50,30,195.20250707441178,6.105333333329432,7.587619047611951
851,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 02:45:00,2022-06-08 03:00:00,2022-06-08 02:45:20,2022-06-08 02:59:50,30,189.84490605685298,5.951523809527449,6.74409523809196
852,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 03:00:00,2022-06-08 03:15:00,2022-06-08 03:00:20,2022-06-08 03:14:50,30,196.7634926543484,6.2844761904683875,7.021131047969316
853,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 03:15:00,2022-06-08 03:30:00,2022-06-08 03:15:20,2022-06-08 03:29:50,30,191.54758661798184,6.052285714287846,6.759714285705595
854,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 03:30:00,2022-06-08 03:45:00,2022-06-08 03:30:20,2022-06-08 03:44:50,30,192.38032073266933,5.948190476199881,6.820857142865481
855,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 03:45:00,2022-06-08 04:00:00,2022-06-08 03:45:20,2022-06-08 03:59:50,30,189.85232230392498,6.045619047626058,6.859999999989357
856,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 04:00:00,2022-06-08 04:15:00,2022-06-08 04:00:20,2022-06-08 04:14:50,30,196.4186329401669,6.176380952378915,6.902476190474063
857,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 04:15:00,2022-06-08 04:30:00,2022-06-08 04:15:20,2022-06-08 04:29:50,30,190.5589973563473,6.043047619034493,6.70295238095735
858,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 04:30:00,2022-06-08 04:45:00,2022-06-08 04:30:20,2022-06-08 04:44:50,30,189.98110160466769,5.980571428559988,6.616285714285362
859,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 04:45:00,2022-06-08 05:00:00,2022-06-08 04:45:20,2022-06-08 04:59:50,30,190.7959047840262,6.138666666667203,6.601142857157229
860,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 05:00:00,2022-06-08 05:15:00,2022-06-08 05:00:20,2022-06-08 05:14:50,30,199.638609838831,6.2113333333261505,7.485142857140109
861,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 05:15:00,2022-06-08 05:30:00,2022-06-08 05:15:20,2022-06-08 05:29:50,30,191.24771655274353,6.126285714288021,6.657714285719255
862,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 05:30:00,2022-06-08 05:45:00,2022-06-08 05:30:20,2022-06-08 05:44:50,30,194.59351671031496,6.048380952383884,7.166131847218891
863,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 05:45:00,2022-06-08 06:00:00,2022-06-08 05:45:20,2022-06-08 05:59:50,30,190.5797778872006,6.0601904761911,6.663619047613993
864,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 06:00:00,2022-06-08 06:15:00,2022-06-08 06:00:20,2022-06-08 06:14:50,30,194.529107279881,6.225809523802519,6.912380952379183
865,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 06:15:00,2022-06-08 06:30:00,2022-06-08 06:15:20,2022-06-08 06:29:50,30,192.28406461513958,6.118952380943424,7.114000000006388
866,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 06:30:00,2022-06-08 06:45:00,2022-06-08 06:30:20,2022-06-08 06:44:50,30,190.9525728957189,6.076190476174957,6.5376190476163885
867,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 06:45:00,2022-06-08 07:00:00,2022-06-08 06:45:20,2022-06-08 06:59:50,30,189.59623321545368,6.071999999996098,6.62676190477131
868,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 07:00:00,2022-06-08 07:15:00,2022-06-08 07:00:20,2022-06-08 07:14:50,30,196.18747879895568,6.225273160502662,6.900000000002218
869,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 07:15:00,2022-06-08 07:30:00,2022-06-08 07:15:20,2022-06-08 07:29:50,30,191.47110181223397,6.00438095237838,7.032666666666048
870,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 07:30:00,2022-06-08 07:45:00,2022-06-08 07:30:20,2022-06-08 07:44:50,30,191.22595851604885,6.054380952376165,6.825809523802521
871,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 07:45:00,2022-06-08 08:00:00,2022-06-08 07:45:20,2022-06-08 07:59:50,30,191.69196912512487,6.028571428562562,6.648952380953625
872,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 08:00:00,2022-06-08 08:15:00,2022-06-08 08:00:20,2022-06-08 08:14:50,30,196.01302047054466,6.136476190472468,7.1108571428583875
873,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 08:15:00,2022-06-08 08:30:00,2022-06-08 08:15:20,2022-06-08 08:29:50,30,191.2045248946051,6.011714285722982,6.667809523808373
874,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 08:30:00,2022-06-08 08:45:00,2022-06-08 08:30:20,2022-06-08 08:44:50,30,190.50514909581094,6.0122857142860715,6.7626666666673785
875,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 08:45:00,2022-06-08 09:00:00,2022-06-08 08:45:20,2022-06-08 08:59:50,30,193.713807737255,5.943714285710651,7.213428571429996
876,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 09:00:00,2022-06-08 09:15:00,2022-06-08 09:00:20,2022-06-08 09:14:50,30,197.53765306952118,6.152095238094976,7.074857142851469
877,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 09:15:00,2022-06-08 09:30:00,2022-06-08 09:15:20,2022-06-08 09:29:50,30,190.8928730939392,5.999809523816,6.679610367593522
878,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 09:30:00,2022-06-08 09:45:00,2022-06-08 09:30:20,2022-06-08 09:44:50,30,195.8310670024194,6.0536190476268565,7.1965714285815405
879,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 09:45:00,2022-06-08 10:00:00,2022-06-08 09:45:20,2022-06-08 09:59:50,30,189.73965435680765,6.133142857140466,6.628571428562559
880,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 10:00:00,2022-06-08 10:15:00,2022-06-08 10:00:20,2022-06-08 10:14:50,30,196.43650959974102,6.1741904761864,6.8644761904674985
881,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 10:15:00,2022-06-08 10:30:00,2022-06-08 10:15:20,2022-06-08 10:29:50,30,189.11349593830255,6.044952380952117,6.512857142875772
882,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 10:30:00,2022-06-08 10:45:00,2022-06-08 10:30:20,2022-06-08 10:44:50,30,191.58223795346416,5.99933333331941,6.869142857147383
883,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 10:45:00,2022-06-08 11:00:00,2022-06-08 10:45:20,2022-06-08 10:59:50,30,190.56441626762933,6.006761904770423,6.627262449177242
884,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 11:00:00,2022-06-08 11:15:00,2022-06-08 11:00:20,2022-06-08 11:14:50,30,199.1144519059017,6.143142857145345,7.685904761896071
885,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 11:15:00,2022-06-08 11:30:00,2022-06-08 11:15:20,2022-06-08 11:29:50,30,192.05547835026954,5.953904761903967,6.713809523817954
886,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 11:30:00,2022-06-08 11:45:00,2022-06-08 11:30:20,2022-06-08 11:44:50,30,191.29758334151117,6.017619047613285,6.653714285719964
887,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 11:45:00,2022-06-08 12:00:00,2022-06-08 11:45:20,2022-06-08 11:59:50,30,190.83258472571458,6.053904761912836,6.694095238094175
888,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 12:00:00,2022-06-08 12:15:00,2022-06-08 12:00:20,2022-06-08 12:14:50,30,195.510683438667,6.136666666665338,6.921523809521683
889,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 12:15:00,2022-06-08 12:30:00,2022-06-08 12:15:20,2022-06-08 12:29:50,30,190.40648055665085,5.982095238087434,7.018285714269487
890,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 12:30:00,2022-06-08 12:45:00,2022-06-08 12:30:20,2022-06-08 12:44:50,30,190.25603842855782,5.887333333339276,6.776149361351163
891,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 12:45:00,2022-06-08 13:00:00,2022-06-08 12:45:20,2022-06-08 12:59:50,30,191.0242865145302,6.059809523814225,6.720857142876569
892,8cab53f2-867b-41a7-960e-43f5fcb5abcc,openshift-monitoring/k8s,prometheus-k8s-1,2022-06-08 13:00:00,2022-06-08 13:15:00,2022-06-08 13:00:20,2022-06-08 13:14:50,30,197.84031878559202,6.237809523804825,7.189142857132747
