timestamp,Cpu_usage,Memory_usage(bytes),Memory_capacity(bytes),Memory_usage,year,month,day,hour,minute,second,api_server_requests
2022-05-24 23:40:30,10.928857142854085,79100788736.0,99329359872.0,79.63485200944878,2022,5,24,23,40,30,41.0
2022-05-24 23:41:30,10.822952380956021,79672545280.0,99329359872.0,80.21046887110658,2022,5,24,23,41,30,22.0
2022-05-24 23:42:30,10.99135503202202,79168425984.0,99329359872.0,79.70294592255479,2022,5,24,23,42,30,29.0
2022-05-24 23:43:30,10.676624324914885,79077720064.0,99329359872.0,79.61162758513987,2022,5,24,23,43,30,29.0
2022-05-24 23:44:30,10.938095238099674,79058554880.0,99329359872.0,79.59233300393578,2022,5,24,23,44,30,29.0
2022-05-24 23:45:30,11.46161904761435,79699755008.0,99329359872.0,80.23786231050363,2022,5,24,23,45,30,26.0
2022-05-24 23:46:30,11.283619047615991,79927001088.0,99329359872.0,80.46664268348987,2022,5,24,23,46,30,24.0
2022-05-24 23:47:30,10.81219047618298,79725461504.0,99329359872.0,80.26374236855808,2022,5,24,23,47,30,25.0
2022-05-24 23:48:30,10.532761904761374,79658848256.0,99329359872.0,80.19667936917317,2022,5,24,23,48,30,25.0
2022-05-24 23:49:30,10.552476190476277,79505936384.0,99329359872.0,80.04273508502894,2022,5,24,23,49,30,31.0
2022-05-24 23:50:30,11.072476190478278,79782617088.0,99329359872.0,80.32128384881493,2022,5,24,23,50,30,31.0
2022-05-24 23:51:30,11.051589271259239,79738134528.0,99329359872.0,80.2765009567704,2022,5,24,23,51,30,21.0
2022-05-24 23:52:30,10.653047619047138,79497834496.0,99329359872.0,80.0345784956676,2022,5,24,23,52,30,25.0
2022-05-24 23:53:30,10.408890667943462,79425445888.0,99329359872.0,79.96170114289569,2022,5,24,23,53,30,25.0
2022-05-24 23:54:30,10.771809523809882,79573069824.0,99329359872.0,80.11032178858417,2022,5,24,23,54,30,24.0
2022-05-24 23:55:30,11.110285714285311,79853023232.0,99329359872.0,80.3921653526228,2022,5,24,23,55,30,24.0
2022-05-24 23:56:30,10.58190476190898,79582916608.0,99329359872.0,80.12023505492625,2022,5,24,23,56,30,27.0
